word,definition,weight
mind,"/mand/  n. 1 the awareness of being alive and of one's surroundings: He is very old, but his mind is still clear. 2 the mental processes of learning, thinking, and applying knowledge: She has a good mind and is an excellent student. 3 beliefs, ideas, feelings: He speaks his mind and lets you know what he thinks. 4 infrml. to blow s.o.'s mind: to shock, overwhelm: He tells lies so often that he blows people's minds. 5 to change one's mind: to change a plan, intention: He keeps changing his mind about which car to buy. 6 to give s.o. a piece of one's mind: to criticize s.o., tell s.o. off: He tried to cheat me twice, and I really gave him a piece of my mind. 7 to have a mind of one's own: to be an independent thinker: She may be young, but she has a mind of her own. 8 infrml. to have a mind to do s.t.: to want to do s.t., lean toward: I have a mind to go to the movies tonight. 9 infrml. to have a one-track mind: to think only of one thing, usu. sex or money: He'll do anything to earn money; he has a one-track mind. 10 to keep in mind: to remember: Keep in mind what I'm telling you. 11 to know one's own mind: to stay with one's beliefs and values and not change one's opinion: She knows her own mind and will not go out with any man she does not like. 12 to lose one's mind: a. to go insane, crazy: He lost his mind and is in a mental hospital now. b. to like or desire greatly: He has lost his mind over his new girlfriend; he acts crazy about her. 13 infrml. to take a load off one's mind: to stop worrying: He was unemployed and when he finally found a new job, it took a load off his mind. v. 1 [T] to take care of, watch over: I mind the children at home while my wife goes shopping. 2 [I;T] to pay attention to s.t.: Mind how you pronounce your words; say them correctly. 3 [T] not to like s.t.: He minds the noise of sirens and trucks in the street; but I don't mind it at all. 4 [T] to obey: The boy's mother told him to mind the teacher while he was at school. 5 never mind: it doesn't matter; don't worry: Never mind the dishes, we'll wash them later. 6 infrml. to mind one's P's and Q's: to behave properly, pay attention to detail: The children minded their P's and Q's at the formal party their parents took them to.Thesaurus: mind n. 1 one's brain, one's faculties, mental capacity 2 one's brains, intellect 3 one's opinion, views | outlook.mind v. 1 to look after s.o. 2 to be careful (about s.t.) 3 to object to s.o. or s.t., be annoyed (at s.o. or s.t.) 4 to do as one is told by s.o. | heed frml.",9
mini,"/mni/  n. a small version of s.t., such as a miniskirt: In winter, she wears long skirts and in summer, she wears minis. prefix mini- miniature, referring to a small or short version of s.t.: We took a minicourse on English grammar.",9
mink,"/mk/  n. [C;U] minks or mink 1 a small animal, a type of weasel, with soft, shiny fur used to make fur coats: Minks in captivity are raised on mink farms. 2 the fur of minks: She owns an expensive mink coat.",9
mire,"/mar/  n. 1 a muddy, wet place where it is easy to become stuck, (syn.) a bog: Dirt roads in the valleys turn into mires in the spring rains. 2 a difficult situation: He spent too much on his credit cards and got into a mire of debt.  v. [I;T] mired, miring, mires to become stuck, (syn.) to bog down: Trucks got mired in the mud.",9
mis-,/ms/  prefix indicating s.t. negative: The clerk miscalculated the customer's bill.,9
miss,"/ms/  v. misses 1 [I;T] to fail to hit s.t.: The baseball player missed the ball. 2 [I;T] to fail to catch or stop s.t.: The goaltender missed the ball. 3 [T] to fail to understand: She missed the main point the teacher made. 4 [T] to feel a sense of loss: When  the student went to college in a new city,  he missed his family. 5 [T] not to recognize or notice s.t.: The shoe store is on the corner straight ahead; you can't miss it. 6 phrasal  v. [I] to miss out: not to participate in s.t., not enjoy: Be sure to come to the picnic because if you don't, you will miss out on the  fun. 7 to miss the boat: to lose an opportunity to benefit: He missed the boat  by buying stocks well after the prices  went up. See: hit-and-miss.  n. 1 the failure to hit s.t.  2 miss or Miss  a form of address for an unmarried woman  or girl, used alone or before her last name:  The store clerk said, ""How may I help you, miss?""||How do you do, Miss Jones? See:  Ms., USAGE NOTE.Thesaurus: miss v. 3 to not get (an idea). Ants. to grasp, get. 4 to feel homesick for, long for 5 tooverlook, skip.",9
mist,"/mst/  n. 1 [U] fog, very fine drops of water forming a cloud near the ground: Mist rises from the fields in the morning. 2 [C] a fine spray: She sprayed a mist of perfume on her arms.  v. [I] to form mist, esp. a very fine rain: It is misting outside now. -adj. misty.",9
mite,"/mat/  n.infrml. 1 a bit, small amount: There's a mite of coldness in the air today. 2 a tiny parasitic insect: That cat has mites in its ears.",9
mitt,"/mt/  n. 1 a baseball glove: The catcher held up his mitt to show he was ready to play baseball. 2 a mitten  3 slang one's hand: When I get my mitts on my paycheck this week, I'll have some fun.",9
moan,/mon/  v. 1 [I] to make low sounds of pain or pleasure: He cut his thumb with a knife and moaned in pain. 2 [I;T] to complain: She is always moaning about how much work she has.  n. the sound of moaning: He let out a moan when he hit his thumb.,9
moat,"/mot/  n. a ditch filled with water for defense of a building, such as a castle: A bridge goes over the castle's moat.",9
mock,"/mk/  v. [I;T] to make fun of s.o., usu. by imitating, (syn.) to ridicule: The older children mocked the way the baby tried to speak.  adj. in imitation, fake: Soldiers fought a mock battle in training exercises.",9
mode,"/mod/  n. [C;U]  1 a manner, way, condition of doing s.t.: We were in a panic mode when the computer crashed. 2 [U] fashion: She always dresses in the latest mode; she's very stylish.",9
mole,"/mol/  n. 1 a small, dark, raised growth on the skin: A mole on one's cheek is sometimes called a beauty mark. 2 a small rodent that digs in the earth: Moles dig little tunnels in the ground. 3 a chemical measurement  4 infrml.fig. a spy: There is a mole in the intelligence agency who is sending secrets to the enemy.",9
molt,"/molt/  v. [I] n. in animals, to lose old skin, feathers, shells, etc.: Birds <v.> molt in the late summer and grow their winter feathers.||Their summer <n.> molt (or) <adj.> molting season has passed.",9
monk,/mk/  n. a member of an all-male religious order who lives in a monastery: The Buddhist monk meditated all day.,9
mono,"/mno/  adj. prefix single, one  n.infrml. short for mononucleosis",9
mood,"/mud/  n. 1 an emotional state or feeling, such as happiness or sadness: She is in a good mood today and smiles a lot. 2 (in grammar) verb forms that show if the speaker regards s.t. as a fact, possibility, or command, etc.; the moods include the indicative, imperative, and conditional: ""Do your homework every day"" expresses the imperative mood.Thesaurus: mood an attitude, outlook | frame of mind.",9
moon,"/mun/  n. 1 the natural satellite that orbits earth: The moon is Earth's nearest neighbor in space. 2 any celestial body that orbits around another celestial body  3 once in a blue moon: rarely, almost never: She works all the time and takes a vacation once in a blue moon. 4 to ask for the moon: to ask for too much: All I want is a small salary increase; I'm not asking for the moon.  v. [I] to miss s.o., (syn.) to pine for s.o.: He moons for his girlfriend while she's away.",9
moor,"/mr/  v. [I;T] to tie a boat or other vehicle to a pier, to drop anchor, etc.: Sailors moored their boat to a dock and went onshore.",9
moot,/mut/  adj. a moot point or question: open to discussion: It's a moot question where to go on vacation this year.,9
mope,"/mop/  v. [I] moped, moping, mopes to act dull, without energy, in low spirits: He feels sad and mopes around his apartment all day.  n. a person who mopes: She has become a mope lately.",9
more,"/mr/  adj.comp. of many and much:  additional, added: She needs to make more money if she wants to buy a car.  adv. 1 additionally, to a greater degree: He should study more than he does. 2 more and more: to an increasing degree: She is becoming more and more interested in going into politics. 3 more often than not: usually, frequently: More often than not, he goes to church on Sunday. 4 more or less: approximately, about: That table is more or less 6 feet (2 m) long.  n. a greater number, degree, etc.: The <n.> more who come to the party, the <adj.> more fun we'll have, or as they say, ""The more, the merrier."" See: less.",9
morn,/mrn/  n.litr. morning,9
moss,"/ms/  n. [C;U] a short, soft plant that grows on the ground and on trees: Moss grows on trees in our backyard. -adj. mossy.",9
most,"/most/  n. 1 the highest degree, amount, number, etc.: I like to vacation in Paris the most of all the cities I have visited. 2 at most: at the greatest degree, amount, etc.: Those fancy shoes should cost at most $100. 3 to make the most of s.t.: to take advantage of an opportunity: I had not been to Tokyo in ten years, so I made the most of my trip and saw everything.  adj.superlative of many, much, more 1 related to the highest degree, amount, number, etc.: Last year, he made the most money that he has ever made. 2 most of all: regarding the greatest amount, degree, etc.: I like to eat ice cream most of all. -adv. mostly. adv. for the most part, usually: I like to vacation mostly in the fall.",9
moth,/m/  n. moths any of many insects with wings that are active at night: Moths got into the closet and made holes in the wool clothes.,9
move,"/muv/  v. moved, moving, moves8 [I] (in a formal meeting or court of law) to make a motion: I move that this meeting be adjourned. See: motion. 9 [I;T] to empty the bowels: The hospital patient moved his bowels this morning. 10 phrasal v. sep. to move (s.o.) along: a. [I] to move farther away: After a few weeks, we decided to move along on our trip. b. [T] s.o.: to force s.o. to move: Police moved the protesters along. 11 phrasal v. sep. to move (s.o. or s.t.) around: a. [I] to (cause to) move without stopping: She makes me nervous because she moves around so much. b. [T] s.o. or s.t.: to rearrange: He decided to move his books around so he could find the ones he needed. 12 phrasal v. [I] to move away:  a. to live someplace else: We moved away from New York and live in Florida now. b. to step back: Firefighters told people to move away from the fire. 13 infrml. to move heaven and earth: to try with all one's power: The son got sick and his parents moved heaven and earth with the hospital to try to save him. 14 phrasal v. [I] to move in: to go live in: We bought a new house and moved in last week. 15 phrasal v. insep. [I] to move in on s.o. or s.t.: a. to go closer to s.o. or s.t., approach: The police moved in on the criminal and captured her. b. to take s.o. or s.t. away from s.o., displace: Another guy moved in on my girlfriend and now she and he are  dating. 16 phrasal v. [I] to move off: to go away, leave, (syn.) to depart: As we walked closer, the deer moved off. 17 phrasal v. insep. [I] to move on s.t.: to finish s.t., conclude it: The deal is all clear and settled, so we can move on it now. 18 phrasal v. [I] to move  out: to leave a place permanently, usu. a home: We moved out of our old house into a small apartment. 19 phrasal v. sep. [I] to move up: to advance, improve one's position: She is moving up in that company to a better job.  n. 1 a change of position: The policeman told the thief not to make a move or he would shoot. 2 a change of homes: We made a move from a city apartment to a suburban house. 3 a player's action: In chess, each player makes one move at a time. 4 Don't make a move!: Stand still!: The police officer told the criminal, ""Don't make a move while I handcuff you!"" 5 on the move:  a. to go to different places: I have been on the move all day, from work to the supermarket to the post office to the cleaners. b. to be functioning well, in action: Our plans are really on the move now for marketing our new product. 6 infrml. to get a move on: to hurry, move fast: We should get a move on, or we'll be late for the movie. 7 to make a move:  a. to take action: We should make a move now and offer money for that house. b. to change space: We made a move downtown to a new set of offices. 8 to make the move:  a. to change jobs: I made the move to a new job (or) company last month. b. to take a specific action: I am thinking about going back to school and I should make the move now. 9 slang to put a move on s.o.: to make sexual advances to s.o.: This guy put a move on my girlfriend and asked her for a date, but she said, ""No!""Thesaurus: 1[I;T] (syns.) to advance, proceed: Traffic moved slowly out of the city during rush hour. Traffic advanced (or) proceeded slowly out of the city during rush hour. 2[I;T] (syns.) to relocate, transfer (a home or office): We moved from Chicago to New Orleans. We relocated from Chicago to New Orleans. 3[I;T] (syns.) to shift (a position), stretch: I moved my arms over my head. I shifted [T] (syns.) to touch (with strong emotion), affect: The singer moved the hearts of the audience with her love songs. The singer touched the hearts of the audience, etc. 5[I;T] (syn.) to shift a piece in a game: I moved my queen down the chessboard. I shifted[I;T] (syn.) to sell: Air conditioners [I] (syns.) to socialize with, circulate among: She moves among the famous in Hollywood. She socializes with (or) circulates among the famous in Hollywood.",9
