word,definition,weight
two,"/tu/  n. the cardinal number 2  adj. 1 2 of s.t.: People have two eyes. 2 two's company: a couple enjoys each other's company, but doesn't want a third person: I told my friend that I have a date tonight and two's company, three's a crowd. See:  second (1).",9
UFO,"/yufo/  n. UFOs abbr. for Unidentified Flying Object, a space vehicle from another planet: People often mistake shooting stars for UFOs.",9
ugh,"/g, x/  exclam. used to express disgust: Ugh! This room is a mess!",9
URL,"/yuarl/  n. abbr. for Uniform Resource Locator, (in computers) the groups of letters and symbols that make up an Internet address: Our URL is www.learnenglish.com.",9
urn,"/rn/  n. 1 a large, closed container to hold and pour liquids: There is a coffee urn in the cafeteria. 2 a type of vase or vase-like vessel used to decorate or store things, can be used to store ashes of a dead person: After the woman's body was cremated, her ashes were placed in a black urn and she was buried.",9
USA,  or U.S.A. /yuse/ [U] n. abbr. of the United States of America,1
use,"/yuz/  v. [T] used, using, uses 1 to utilize, employ: She used her intelligence to solve a problem. 2/yus/ to feel s.t. is normal, to grow accustomed to s.t.: As an Inuit from Alaska, he is used to cold weather. 3 to consume: He uses underarm deodorant every day. 4 to manipulate others, to get others to do what one wants: He uses others to do his dirty work for him. 5 phrasal v. sep. to use s.t. up: to use s.t. completely, (syn.) to exhaust: She won the lottery last year, and used up the money in six months.||She used it up.  n. /yus/ 1 [C;U] a purpose: Baking soda has lots of cleaning uses. 2 [U] a right given by another: She has the use of the office computer when she needs it. 3 [U] the ability to use s.t. again, the regaining of control: He hurt  his hand, but he has the use of it again now. 4 in use: being used: That computer is in use every day.",9
"V,v","/vi/  n. 1 the 22nd letter of the English alphabet  2 the Roman numeral for five adj. shaped like a ""V"": He raised two fingers in the air and made the V sign for victory.",9
van,"/vn/  n. a box-like truck used for carrying large, bulky items: People use moving vans to move their furniture to a new house.",9
vat,"/vt/  n. a large, round container: Chemicals are mixed in vats.",9
VCR,/visir/  n. See: videocassette recorder.,9
vet,"/vt/  n. short for 1 veteran: My father is a war vet. 2 veterinarian: to take the cat to the vet  v.frml. [T] vetted, vetting, vets  to examine s.t. carefully: Government experts vetted information about the new drug to make sure that it was safe.",9
vex,"/vks/  v. [T] vexed, vexing, vexes to irritate, make s.o. angry: His demands for money vexed his wife. -adj. vexatious /vksets/; -n. [C;U] vexation.",1
via,"/vi, va/  prep. 1 by way of: We flew to Paris via London. 2 through means of: I sent a package via messenger.",9
vie,"/va/  v. [I] vied, vying, vies to attempt to win s.t., to compete: Two athletes vied for first place in the competition.",9
vim,"/vm/  n. [U] vitality, energy: She has a lot of vim and vigor.",9
VIP,/viapi/  n.abbr. for very important person: She is a VIP in the government who works closely with the President.,9
vow,"/va/  v. [I;T] 1 to swear, solemnly promise: He vowed to repay the debt (correct his behavior, murder s.o., etc.). 2 to swear, (syn.) to attest: When I married her, I vowed to love her forever.  n. 1 a solemn promise: She made a vow to go to church regularly. 2 to take the vows: to commit oneself by solemn promise: He took the vows of priesthood.",9
wad,"/wd/  n. 1 a rolled-up ball of s.t.: She was not happy with her writing, so she crumpled the paper into a wad. 2 a handful of money: He always carries a wad of cash in his pocket.  v. [T] wadded, wadding, wads to compress s.t. into a wad: He wadded paper into a ball and threw it into the wastebasket. -n. [U] wadding. ",9
wag,"/wg/  v. [I;T] wagged, wagging, wags to shake back and forth: A happy dog wags its tail.  n. 1 a swinging back and forth: Our dog greeted us with a wag of its tail. 2 a person who likes to make jokes",1
wan,"/wn/  adj. pale, tired-looking, (syn.) pallid: After his stay in the hospital, he looked wan, without color.",9
war,"/wr/  n. [C;U] fighting with guns and other weapons between groups, armies, nations, etc.: The civil war in that country lasted five years.  v. [I] warred, warring, wars to take part  or engage in war: The two sides warred for years and never reached an agreement. -adj. warring.Thesaurus: war n. (a) conflict, (a) struggle. Ant. peace.  v. to wage war, fight, battle.",9
was,"/wz, wz/  ; weak form /wz/v. past tense of be.",9
wax,"/wks/  n. [U]  1 a soft, flexible, slightly greasy substance used in candles, furniture, and car polish, etc.: Some wax comes from bees. 2 an increase (said of the moon): The moon is on the wax now.  v. waxes 1 [T] to apply wax or polish to: I waxed the table this morning. 2 [I] to grow, (syn.) to increase: We see more of the moon as it waxes.",9
way,"/we/  n. 1 [C] a method, manner, style: One way to travel is by air.||She speaks to people in a friendly way. 2 [C] a direction: Go that way, then to the right, and you will see the store. 3 [U] a distance: That store is a long way from here. 4 [C] a path or road: The way through the garden is covered with small stones.||He lives on Hamilton Way. 5 [U] the space or opening for a course of action: The way is clear for our two companies to join together.||He sees no way out of his money problems except to sell his house. 6 [C] a manner or condition of living: He is poor and in a bad way. 7 pl. [C] everyday habits: We travel to other countries to learn the ways of other peoples.||our way of life 8 pl. [C] a ramp used to slide a ship into the water  9 by the way: an expression used to change the subject in a conversation, (syn.) incidentally: Oh, by the way, do you have my new address? 10 by way of:  a. from the direction of, (syn.) via: We flew from New York to St. Louis by way of Chicago. b. as a form or means of: He nodded his head by way of showing he approved. 11 in a way: to some degree, partly: In a way, you are right, but I still have doubts. 12 in or out of the way: in or out of a position that blocks traffic or keeps people from passing: The men stood in the way and would not let us enter the building. 13 infrml. no way: an expression of strong disagreement or disapproval: ""Are you going out in this rain?"" ""No way.""||No way am I going to lend him money. 14 on one's or the way: a. traveling, (syn.) en route: Our friends are on their way here now. b. on one's planned route of travel: I can easily bring the papers to your office, because it is on my way home. c. fig. making progress: She is on the way to becoming a great doctor.||That bright young man is on his way up in the company. d. (of a baby) soon to be born: She has two children and a third on the way. 15 infrml. on the way out: in the process of being fired or pushed out of a job: No one likes the president, so he is on the way out. 16 out-of-the-way: quiet and uncrowded, remote: We visited a little out-of-the-way town in the mountains. 17 to come one's way: to come to s.o. by luck: A good job just came his way one day when a friend told him about it. 18 to get or have one's (own) way: to make others agree to what one wants, (syn.) to prevail: He is stubborn and insists on having his way all the time. 19 to give way to s.o. or s.t.: to allow s.o. or s.t. to win or take control: At the funeral, family members gave way to their emotions and cried openly. 20 infrml. to go all the way: to have sex: The girl refused to go all the way with her boyfriend. 21 to go one's own way: to be different from others, to do what one wants independently: He had several business partners, but he left the company and went his own way. 22 to go out of one's way:  a. to travel an extra distance for s.o. or s.t.: My friend goes out of his way to pick me up to play golf. b. fig. to give extra effort: She goes out of her way to help others. 23 to have a way with: to have a special talent or gift for (people, animals, words, etc.): She will be a good teacher, because she has a way with children. 24 to have it both ways: to get s.t. good out of two opposing actions or situations:  She wants to go on vacation, but she doesn't want to spend money; she can't have it both ways! 25 to make way: to move aside or create a space: He made way so others could pass.||Trees were cut down to make way for the new road. 26 to pay one's own way: to pay one's expenses instead of depending on others: My friend and I went on vacation, and we each paid our own way. 27 to see one's way clear to do s.t.: to agree to do s.t., often after much delay: The owner finally saw his way clear to hiring more help for his busy store. 28 under way: in progress: The concert got under way at seven o'clock. suffix  1direction: a one-way street 2 participant: We made it a three-way partnership.  adv.infrml. very, a lot: We could see the birds in the sky way up high.||He is way off in his totals and needs to check his arithmetic.",9
wed,"/wd/  v. [I;T] wedded or wed, wedding, weds 1 to marry: We wed and became husband and wife. 2 to bring together, join, (syn.) to unite: Management wedded sales and marketing into one single department.",9
wee,"/wi/  adj. 1 tiny, very small: He is a wee young boy. 2 early: We stayed out until the wee hours of the morning.",1
wet,"/wt/  adj. wetter, wettest 1 covered with or full of water or another liquid: The ground is wet from today's rain. 2 to be all wet: to be wrong, mistaken: He's all wet; he doesn't know what he's talking about. 3 to be (still) wet behind the ears: to be young and lacking experience: The cowboys laughed at the newcomer and said he was wet behind the ears.  v. [T] wet or wetted, wetting, wets to cover or fill with water: We wet the dry ground with a hose. -n. [U] wetness.",9
who,"/hu/  pron. 1 what or which person: Who are you?||Who was that black-haired man? 2 the person or persons that: I am the woman who just telephoned you. 3 used to give more information about a person or persons: My  sisters, who live in Denver, are coming to visit next week.Usage Note: Who replaces he, she, it, or they in a sentence or question. Who agrees with the subject in number: Who is that guy? Who are your friends? Whom replaces the object of an action in a sentence or question: I gave the book to her. To whom did you give the book? That is the woman to whom I gave the book.",9
